name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Khmelnitsky,2021-06-20,25.4,16,20.6,25.4,16,20.6,17.5,83.4,2.1,100,8.33,rain,0,0,,18.4,66.2,1014.2,71.3,14,191.1,16.5,6,,2021-06-20T05:05:38,2021-06-20T21:21:53,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-06-21,27.9,14.8,21.4,29,14.8,21.4,16.9,77.1,0,0,0,,0,0,,14.4,126.9,1011.3,39.1,17.5,308.1,26.7,8,,2021-06-21T05:05:49,2021-06-21T21:22:06,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-06-22,29.7,16.4,23.3,31.9,16.4,23.8,18.8,77.4,0,0,0,,0,0,,10.8,104.5,1011.6,33.2,12.5,269.6,23.4,7,,2021-06-22T05:06:03,2021-06-22T21:22:16,0.39,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-06-23,32.2,17.9,24.4,33.4,17.9,25,19.8,77.8,0.7,100,29.17,rain,0,0,,14.4,51.4,1014,60.1,12.5,186.8,16.2,5,,2021-06-23T05:06:20,2021-06-23T21:22:23,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-06-24,31.2,19.6,24.9,32.5,19.6,25.4,19.4,73.6,0,0,0,,0,0,,7.9,65.1,1015.8,65.3,10,150.4,13,4,,2021-06-24T05:06:40,2021-06-24T21:22:28,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-06-25,31.1,19.9,25.3,33.1,19.9,26,19.3,70.4,0,0,0,,0,0,,18,141.6,1013.8,75.3,10,234.1,20.1,6,,2021-06-25T05:07:02,2021-06-25T21:22:29,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-06-26,25.8,18.2,22,25.8,18.2,22,18.2,79.7,2.1,100,8.33,rain,0,0,,21.6,345.4,1012.8,77.4,10,137.7,12,5,,2021-06-26T05:07:27,2021-06-26T21:22:28,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-06-27,24.6,16.2,20.2,24.6,16.2,20.2,16,78.9,0.4,100,12.5,rain,0,0,,25.6,315.1,1013.2,40.5,13.1,331.3,28.6,9,,2021-06-27T05:07:54,2021-06-27T21:22:24,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-06-28,24.6,14.6,20,24.6,14.6,20,14,70.7,0,0,0,,0,0,,21.6,305.9,1015.4,22.7,15,337.8,29.4,9,,2021-06-28T05:08:24,2021-06-28T21:22:17,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-06-29,26.4,14.6,21.4,26.4,14.6,21.4,13.7,63.9,0,0,0,,0,0,,12.6,286.8,1014.3,19.9,15,347.7,30,9,,2021-06-29T05:08:56,2021-06-29T21:22:07,0.62,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-06-30,28.2,16.2,22.6,29.8,16.2,22.9,17.3,72.2,2.4,100,41.67,rain,0,0,,28.8,160.4,1010.9,55.3,10,224,19.4,6,,2021-06-30T05:09:30,2021-06-30T21:21:55,0.66,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-01,24.4,16.7,21.1,24.4,16.7,21.1,18.8,86.8,7,100,4.17,rain,0,0,,21.2,202.6,1008.4,80.1,10,144.2,12.5,4,,2021-07-01T05:10:07,2021-07-01T21:21:39,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-02,23.3,15.6,19.5,23.3,15.6,19.5,16.1,81.6,1.1,100,45.83,rain,0,0,,14.4,297.5,1009,71.2,7.1,254.6,22,8,,2021-07-02T05:10:46,2021-07-02T21:21:21,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-03,23.3,15.9,18.9,23.3,15.9,18.9,15.5,81.9,1.5,100,50,rain,0,0,,19.8,292.7,1007.4,46.1,14.3,266.2,23,8,,2021-07-03T05:11:28,2021-07-03T21:21:00,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-04,25.2,14.7,20.1,25.2,14.7,20.1,15.9,78.9,0.5,100,20.83,rain,0,0,,18,304.9,1007.4,74.9,11,264.2,23,9,,2021-07-04T05:12:12,2021-07-04T21:20:36,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-05,24.5,16.6,20.2,24.5,16.6,20.2,17.2,83.5,2,100,4.17,rain,0,0,,18,339.9,1008.4,88.6,9.5,199.6,17.2,6,,2021-07-05T05:12:58,2021-07-05T21:20:10,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-06,27.9,18.2,21.8,29.3,18.2,21.8,19,85.1,5,100,8.33,rain,0,0,,18,1.1,1011.5,67.2,14.3,174.6,15.1,4,,2021-07-06T05:13:45,2021-07-06T21:19:40,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-07,27.5,16.6,22.5,28.4,16.6,22.6,18.4,78.9,0.3,100,12.5,rain,0,0,,18,64.1,1016.6,16,11.8,318.3,27.7,8,,2021-07-07T05:14:35,2021-07-07T21:19:08,0.89,Rain,Clear conditions throughout the day with morning rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-08,28.7,16.9,23,30.4,16.9,23.4,17.7,73.8,0,0,0,,0,0,,17.6,116.2,1022.1,10.8,17.5,335.1,29,9,,2021-07-08T05:15:27,2021-07-08T21:18:33,0.93,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-09,28.4,17,22.7,28.2,17,22.7,15.1,65.2,0,0,0,,0,0,,20.2,131,1021.3,4.8,17.5,350.9,30.4,9,,2021-07-09T05:16:21,2021-07-09T21:17:56,0.96,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-10,28.9,15.8,22.7,28.6,15.8,22.7,15.1,64.9,0,0,0,,0,0,,17.3,133.5,1017.6,6.7,17.5,346.3,29.9,9,,2021-07-10T05:17:17,2021-07-10T21:17:16,0.99,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-11,29.6,17.1,23.7,29.1,17.1,23.8,16,64.3,0,0,0,,0,0,,10.8,105.3,1015.9,13.9,17.5,330.9,28.6,9,,2021-07-11T05:18:15,2021-07-11T21:16:33,0.03,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-12,30.4,18.4,24.4,30.6,18.4,24.5,16.8,64.6,0.6,100,25,rain,0,0,,10.4,86.8,1014.8,39.6,11.3,314.8,27.4,9,,2021-07-12T05:19:14,2021-07-12T21:15:47,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-13,28.9,17.7,23.6,29.4,17.7,23.7,17.8,71.7,0.2,100,8.33,rain,0,0,,13.3,146.4,1013.9,46.7,12.5,286.4,24.9,8,,2021-07-13T05:20:15,2021-07-13T21:14:59,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-14,31.2,18.1,24.9,31.7,18.1,25.2,17.6,66.6,0,0,0,,0,0,,23.8,160.2,1014.5,9.3,10,330,28.3,9,,2021-07-14T05:21:18,2021-07-14T21:14:09,0.13,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-15,31.9,19.1,25.8,32.3,19.1,25.9,17.1,61.4,0,0,0,,0,0,,26.3,153.6,1012.7,16.8,12.5,330.5,28.6,9,,2021-07-15T05:22:22,2021-07-15T21:13:16,0.16,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-16,30.9,17.9,24.9,31.1,17.9,24.7,15,56.9,0,0,0,,0,0,,14.4,136.6,1012.9,30.5,17.5,331.4,28.6,9,,2021-07-16T05:23:27,2021-07-16T21:12:20,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-17,32.1,19.4,25.4,32.6,19.4,25.7,16.8,60.7,0,0,0,,0,0,,14.4,93.4,1011.6,71.2,16.3,217.9,18.9,6,,2021-07-17T05:24:35,2021-07-17T21:11:22,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-18,31.2,19.1,25.7,32.8,19.1,26.2,18.9,68.2,0.2,100,8.33,rain,0,0,,10.1,89.3,1009.8,36.2,15,267.6,23,8,,2021-07-18T05:25:43,2021-07-18T21:10:22,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-19,28,17.4,23.3,29.2,17.4,23.6,18.9,77.5,17,100,8.33,rain,0,0,,21.6,37.7,1010.6,68,12.9,172.2,14.9,4,,2021-07-19T05:26:53,2021-07-19T21:09:19,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-20,22.7,17.2,20.3,22.7,17.2,20.3,18.5,89.9,16,100,4.17,rain,0,0,,25.2,27.1,1010.7,88.4,8.3,102.5,8.8,3,,2021-07-20T05:28:04,2021-07-20T21:08:14,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33429099999,remote"
Khmelnitsky,2021-07-21,19.5,15.2,17.3,19.5,15.2,17.3,15.7,90.3,52,100,8.33,rain,0,0,,32.8,336.3,1012.1,91.5,5.7,148.8,12.8,4,,2021-07-21T05:29:16,2021-07-21T21:07:07,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33429099999,remote"
Khmelnitsky,2021-07-22,22.7,13.4,18.2,22.7,13.4,18.2,12.9,73.5,0.3,100,12.5,rain,0,0,,25.2,343.1,1016.4,29.1,16.3,327.9,28.5,9,,2021-07-22T05:30:29,2021-07-22T21:05:57,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-23,23.8,11.9,18.5,23.8,11.9,18.5,12.3,69.4,0,0,0,,0,0,,18,337,1016.2,10.8,17.5,317.7,27.4,9,,2021-07-23T05:31:44,2021-07-23T21:04:45,0.43,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-24,25.3,13.4,20.2,25.3,13.4,20.2,13.2,66.1,0,0,0,,0,0,,8.3,334.5,1016.3,34.6,17.5,285.6,24.7,8,,2021-07-24T05:32:59,2021-07-24T21:03:32,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-25,26,14.8,20.9,26,14.8,20.9,14.4,67.8,0,0,0,,0,0,,14.4,147.1,1017.5,26.3,16.3,317.3,27.6,9,,2021-07-25T05:34:16,2021-07-25T21:02:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-26,28.2,15.9,22,28,15.9,22,15,66.9,0,0,0,,0,0,,25.2,151,1017.6,37.7,17.5,302.1,26.1,9,,2021-07-26T05:35:33,2021-07-26T21:00:57,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-27,27.7,17.7,22.3,28.9,17.7,22.5,16.9,71.9,0.3,100,12.5,rain,0,0,,21.6,165.7,1016,66.6,10,176.7,15.3,6,,2021-07-27T05:36:51,2021-07-27T20:59:37,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-28,29.8,17.4,24.1,31.8,17.4,24.6,19.1,75.8,0.8,100,4.17,rain,0,0,,14.4,257.6,1013.6,31.2,10,277.7,24.2,8,,2021-07-28T05:38:10,2021-07-28T20:58:15,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-29,29.8,17.4,23.3,31.3,17.4,23.7,18.5,76.4,2.1,100,33.33,rain,0,0,,18.4,270.4,1010,32.4,13.8,291.7,25.2,8,,2021-07-29T05:39:30,2021-07-29T20:56:51,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-30,27.5,16.5,22.6,27.9,16.5,22.7,16.5,70.8,0,0,0,,0,0,,14.4,277.7,1011,14.3,13.8,312.2,26.8,8,,2021-07-30T05:40:50,2021-07-30T20:55:25,0.67,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-07-31,29.7,16.4,23.6,29.9,16.4,23.9,17,68.2,0,0,0,,0,0,,14.4,184.1,1009.4,23.4,11.3,299.6,25.8,8,,2021-07-31T05:42:12,2021-07-31T20:53:58,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-01,28.7,17.1,23.1,29.7,17.1,23.3,17.4,71.6,0.7,100,29.17,rain,0,0,,16.9,226.6,1009.2,34.4,13.8,308,26.8,9,,2021-08-01T05:43:33,2021-08-01T20:52:28,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-02,27,16.6,21.4,27.5,16.6,21.4,16.2,73.5,6,100,4.17,rain,0,0,,24.5,258.7,1008.3,55.5,12.9,240.5,20.8,8,,2021-08-02T05:44:56,2021-08-02T20:50:57,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-03,24.1,12.9,19,24.1,12.9,19,13.1,70.5,0,0,0,,0,0,,12.2,303.8,1015.2,16.8,11.3,294.4,25.6,8,,2021-08-03T05:46:18,2021-08-03T20:49:24,0.81,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-04,24.7,13.9,19.3,24.7,13.9,19.3,14.5,75.4,43.3,100,8.33,rain,0,0,,19.8,144.9,1015.8,60.4,10,247.1,21.3,8,,2021-08-04T05:47:42,2021-08-04T20:47:49,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-05,27.7,15.1,21.5,28,15.1,21.5,16.8,77.1,1,100,4.17,rain,0,0,,17.6,147.4,1009.8,81.7,8.1,272.5,23.6,8,,2021-08-05T05:49:05,2021-08-05T20:46:13,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-06,24.5,16.1,20.3,24.5,16.1,20.3,16.4,79.6,10,100,8.33,rain,0,0,,20.5,216.4,1001.9,69.9,11.4,246.1,21.2,8,,2021-08-06T05:50:30,2021-08-06T20:44:35,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-07,24.2,12.1,18.8,24.2,12.1,18.8,12.3,68.4,0,0,0,,0,0,,25.2,283.8,1009.6,18.4,17.5,306.2,26.5,9,,2021-08-07T05:51:54,2021-08-07T20:42:56,0.94,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-08,27.4,13.9,21.2,27.5,13.9,21.2,14.2,67.1,0,0,0,,0,0,,14.4,178.2,1014.8,9.3,16.3,307.3,26.6,9,,2021-08-08T05:53:19,2021-08-08T20:41:15,0.98,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-09,27.7,16.4,21.8,28.3,16.4,21.9,16.1,71.7,0.6,100,8.33,rain,0,0,,21.6,279.6,1017.8,37.4,14.3,262.7,22.6,8,,2021-08-09T05:54:44,2021-08-09T20:39:33,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-10,26.6,15.2,20.7,26.6,15.2,20.7,15.2,73.1,0,0,0,,0,0,,18,358.6,1018.6,18.4,12,299.4,25.9,8,,2021-08-10T05:56:10,2021-08-10T20:37:49,0.04,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-11,27.6,14.4,21.3,27.6,14.4,21.4,14,64.5,0,0,0,,0,0,,20.9,311.5,1015.3,14.2,13.8,283.3,24.5,8,,2021-08-11T05:57:35,2021-08-11T20:36:04,0.08,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-12,24.5,13.2,18.8,24.5,13.2,18.8,12,67.2,0,0,0,,0,0,,21.6,324.4,1019.4,12.7,15,292.4,25.2,8,,2021-08-12T05:59:01,2021-08-12T20:34:18,0.11,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-13,24.9,12,18.8,24.9,12,18.8,11.7,65.2,0,0,0,,0,0,,14.4,331.7,1023.8,21.5,16.3,289.4,25,8,,2021-08-13T06:00:27,2021-08-13T20:32:30,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-14,26.8,12.9,20.3,26.8,12.9,20.3,12.5,63.1,0,0,0,,0,0,,10.8,173.3,1022.3,14.9,15,293.9,25.5,8,,2021-08-14T06:01:54,2021-08-14T20:30:41,0.18,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-15,29.4,14.7,22.3,29.4,14.7,22.3,14.4,62.9,0,0,0,,0,0,,14.4,191.5,1016.9,21.3,15,284.8,24.5,8,,2021-08-15T06:03:20,2021-08-15T20:28:51,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-16,29.4,17,23.5,29.4,17,23.5,15.9,64,0,0,0,,0,0,,19.8,187.8,1012.6,34.8,10,235.6,20.5,7,,2021-08-16T06:04:47,2021-08-16T20:27:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-17,32.3,16.4,23.1,31.9,16.4,23.1,16.5,69.8,31,100,8.33,rain,0,0,,32.4,210.9,1009.5,45.9,9,251.5,21.7,8,,2021-08-17T06:06:14,2021-08-17T20:25:07,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-18,20.7,13.7,16.7,20.7,13.7,16.7,12.6,78.1,4,100,4.17,rain,0,0,,20.9,344.2,1014.2,80.3,10,168.9,14.7,7,,2021-08-18T06:07:40,2021-08-18T20:23:14,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-19,22.7,10.5,16.7,22.7,10.5,16.7,10.1,67.8,0.1,100,4.17,rain,0,0,,14.4,321.7,1014.5,26.3,12.9,281.7,24.4,8,,2021-08-19T06:09:07,2021-08-19T20:21:19,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-20,24.8,12.7,18.6,24.8,12.7,18.6,11.8,66.7,0,0,0,,0,0,,15.8,324.2,1015.9,30,15,257.8,22.3,8,,2021-08-20T06:10:34,2021-08-20T20:19:24,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-21,25.2,13.2,19.2,25.2,13.2,19.2,13.1,69.6,1,100,4.17,rain,0,0,,18,322.5,1017.3,48,10,253.3,22,8,,2021-08-21T06:12:01,2021-08-21T20:17:27,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-22,24.2,11.2,18.3,24.2,11.2,18.3,11.7,67.9,0,0,0,,0,0,,9.4,351,1019.8,30.3,13.8,266,22.8,8,,2021-08-22T06:13:28,2021-08-22T20:15:30,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-23,25,13.4,19.5,25,13.4,19.5,12.9,67.5,0,0,0,,0,0,,17.3,137.8,1018.5,72.3,13.8,221.4,19.2,7,,2021-08-23T06:14:55,2021-08-23T20:13:32,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-24,25.3,15.1,18.8,25.3,15.1,18.8,14.6,77.9,0.5,100,4.17,rain,0,0,,19.8,173.2,1015.1,84,10,129.8,11.2,6,,2021-08-24T06:16:23,2021-08-24T20:11:33,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-25,21.2,12.2,15.3,21.2,12.2,15.3,11.8,81,0.1,100,4.17,rain,0,0,,21.6,284.2,1015.2,63.9,15,247.6,21.3,8,,2021-08-25T06:17:50,2021-08-25T20:09:33,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-26,18.6,11.5,14.3,18.6,11.5,14.3,11,81.9,1,100,4.17,rain,0,0,,8.6,251.2,1010.9,79.3,12.6,121.8,10.5,5,,2021-08-26T06:19:17,2021-08-26T20:07:32,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-27,22.6,9.5,16.2,22.6,8,16.1,11.5,76.5,9.4,100,20.83,rain,0,0,,16.9,160.7,1010.8,57,13.8,199.5,17.1,8,,2021-08-27T06:20:44,2021-08-27T20:05:30,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-28,20.8,10.7,15.8,20.8,10.7,15.8,11.1,76.3,10,100,4.17,rain,0,0,,18,269.1,1014.2,50.7,14.3,254.5,22,8,,2021-08-28T06:22:11,2021-08-28T20:03:28,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-29,19.3,12.5,14.9,19.3,12.5,14.9,13.4,90.3,20,100,8.33,rain,0,0,,19.4,100.5,1012.3,75.9,9.1,85.2,7.3,4,,2021-08-29T06:23:38,2021-08-29T20:01:25,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-30,21.8,12.8,16.4,21.8,12.8,16.4,13.7,85.3,1.4,100,8.33,rain,0,0,,13.7,292.3,1009.2,36.6,5.8,195.3,17,7,,2021-08-30T06:25:05,2021-08-30T19:59:21,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-08-31,21.4,9.7,15.5,21.4,8.3,15.4,10.6,75.2,0,0,0,,0,0,,18.4,248.5,1011.7,37.8,15,241.4,20.6,8,,2021-08-31T06:26:32,2021-08-31T19:57:17,0.76,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-09-01,18.8,11.9,14.8,18.8,11.9,14.8,11.6,82.1,2,100,4.17,rain,0,0,,20.2,295.2,1010.7,71.2,12.9,160.3,13.9,5,,2021-09-01T06:27:59,2021-09-01T19:55:12,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-09-02,17.9,9.1,13.3,17.9,7,13.1,9.3,79.2,1.1,100,8.33,rain,0,0,,34.2,322.8,1016.5,47.4,13.3,231.2,19.9,8,,2021-09-02T06:29:26,2021-09-02T19:53:07,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2021-09-03,20,6.4,13,20,4.9,12.3,7.9,74.2,0,0,0,,0,0,,24.1,291.5,1019.1,37.4,13.8,251.2,21.6,8,,2021-09-03T06:30:53,2021-09-03T19:51:01,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-09-04,19.2,10.2,14.3,19.2,10.2,14.3,9.5,74.8,0,0,0,,0,0,,25.6,314.6,1016.1,42.8,12.5,209.8,18.1,6,,2021-09-04T06:32:21,2021-09-04T19:48:55,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-09-05,17.3,5.9,11.3,17.3,3.7,10.6,4.4,65.4,0,0,0,,0,0,,15.8,12.5,1023.6,19.4,15,252.9,21.7,8,,2021-09-05T06:33:48,2021-09-05T19:46:48,0.93,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-09-06,18.4,4.7,11.6,18.4,4.7,11.3,4.2,64.1,0,0,0,,0,0,,10.4,81.8,1027.6,32.9,13.8,246.3,21.4,8,,2021-09-06T06:35:15,2021-09-06T19:44:41,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-09-07,20,5.2,12.7,20,4.1,12.1,5.3,63.9,0,0,0,,0,0,,23,151.7,1027.4,65,15,167.9,14.5,5,,2021-09-07T06:36:42,2021-09-07T19:42:33,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-09-08,22.5,6.9,14.6,22.5,4.9,14.1,7.8,66.5,0,0,0,,0,0,,12.6,184.2,1026,30.4,13.8,240.3,20.6,7,,2021-09-08T06:38:09,2021-09-08T19:40:25,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2021-09-09,22.8,8.5,15.5,22.8,6.7,15.3,7,60.3,0,0,0,,0,0,,19.1,165,1023.3,20.6,13.8,243,21.1,8,,2021-09-09T06:39:36,2021-09-09T19:38:17,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
